prdtNum,name,desc,price,tamnao_category,shop_category,import_status,customs_note,line_note,thumbnail,url
"SV00003855","난각1번 무항생제 제주 구엄닭 방목 유정란 선물세트","","48500","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003855_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003855"
"SV00003572","애월아빠들 난각2번 무항생제 제주품은 동물복지 유정란","","17500","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003572_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003572"
"SV00003539","애월아빠들 제주 화산석 동물복지 구운 유정란","10구 2팩/4팩","19900","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003539_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003539"
"SV00002107","[산지직송] 제주 돼지 선물세트","쫀득 담백! 제주 유일 한돈 공식 인증 업체","52000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002107_5.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002107"
"SV00001048","한우 안심(궁극의 맛) 400g 2인분 (등급선택)","제주직송 무료배송","80000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00001048_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001048"
"SV00001047","한우 채끝(궁극의 맛) 400g 2인분 (등급선택)","제주직송 무료배송","83000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00001047_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001047"
"SV00003165","청정해 제주돼지 모듬세트 2.5kg","제주 직송 무료배송","117000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003165_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003165"
"SV00004465","제주 흑돼지 선물세트 [갈비담은 1호~4호]","더 맛있는 30숙성 제주흑돼지","70000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00004465_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004465"
"SV00004112","[냉장]30숙성 제주 흑근고기600g","제주도 특산물 흑근고기와 멜젓 소스!","37000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00004112_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004112"
"SV00004898","제주 흑돼지 선물세트 [옥돔담은 1호~5호]","더 맛있는 30숙성 제주흑돼지","71000","축산품","food","restricted","신선 수산물 — 다수 국가에서 검역 대상이에요.","선내 냉장 보관이 제한됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004898_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004898"
"SV00002287","[냉장]30숙성 제주 흑돼지 오겹살 500g","30숙성 제주흑돼지 오겹살","32000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002287_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002287"
"SV00002290","[냉장]30숙성 제주 흑돼지 목살 500g","더 맛있는 제주흑돼지를 위한 30시간 숙성","32000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002290_5.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002290"
"SV00002291","제주 흑돼지 선물세트 [멜젓담은 1호~6호]","더 맛있는 30숙성 제주흑돼지","49000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002291_6.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002291"
"SV00002292","[100%수제]72숙성 제주산 돼지양념갈비 600g","캬라멜, 보존제가 없는 100%프리미엄 수제 양념갈비","29000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002292_4.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002292"
"SV00002293","[냉장]30숙성 제주 백돼지 오겹살 500g","더 맛있는 제주돼지를 위한 30시간 숙성","24000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002293_7.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002293"
"SV00002294","[냉장]30숙성 제주 백돼지 목살 500g","더 맛있는 제주돼지를 위한 30시간 숙성","24000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002294_4.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002294"
"SV00002296","[냉장]30숙성 제주 흑돼지 앞다리살/전지 1kg","더 맛있는 30숙성 제주흑돼지","37000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002296_3.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002296"
"SV00004884","제주하우스 흑돼지 프리미엄 캔햄 선물세트 NEW 6C호","무료배송/흑돼지캔햄 200g x 6EA / 흑돼지카레 250g x 3EA","39900","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004884_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004884"
"SV00004859","제주하우스 모드락 고기한상 5종세트 선물 한가족 한끼","냉동삼겹600g / 불고기소지지300g / 유채나물300g / 멜젓소스40g 무료배송","44000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00004859_6.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004859"
"SV00004858","제주하우스 모드락 고기한상 4종세트 선물 한가족 한끼","냉동삼겹300g / 불고기소지지300g / 유채나물300g / 멜젓소스40g 무료배송","42000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00004858_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004858"
"SV00002301","제주 흑돼지 오겹살 500g","#무료배송 서귀포시축협 믿고 먹는 제주 흑돼지","38500","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002301_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002301"
"SV00002302","제주 흑돼지 목살 500g","#무료배송 서귀포시축협 믿고 먹는 제주 흑돼지","38500","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002302_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002302"
"SV00002303","제주 흑돼지 앞다리살 500g","#무료배송 서귀포시축협 믿고 먹는 제주 흑돼지","16000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002303_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002303"
"SV00002884","[서귀포시축협] 제주 한우채끝 1++ 500g*2","무료배송 청정 제주 서귀포에서 자란 신선한 한우만을 취급합니다.","154000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002884_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002884"
"SV00002308","제주 한우 1++ 프리미엄 채끝살 300g","#무료배송 서귀포시축협 믿고 먹는 제주 한우","54000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002308_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002308"
"SV00002878","[서귀포시축협] 제주 돼지 전지 1kg 수육용","무료배송 청정 제주 서귀포에서 자란 신선한 돼지만을 취급합니다.","19000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002878_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002878"
"SV00002970","[서귀포시축협] 제주 한우 1++ 선물세트 등심 채끝","무료배송 청정제주 투쁠 1++ 한우 구이 선물세트","99000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002970_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002970"
"SV00002883","[서귀포시축협] 제주 한우등심 1++ 500g*2","무료배송 청정 제주 서귀포에서 자란 신선한 한우만을 취급합니다.","145000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002883_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002883"
"SV00002882","[서귀포시축협] 제주 흑돼지 오겹살 1kg 수육용","무료배송 청정 제주 서귀포에서 자란 신선한 흑돼지만을 취급합니다.","61500","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002882_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002882"
"SV00002880","[서귀포시축협] 제주 흑돼지 오겹살 1kg 구이용","무료배송 청정 제주 서귀포에서 자란 신선한 흑돼지만을 취급합니다.","61500","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002880_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002880"
"SV00002879","[서귀포시축협] 제주 흑돼지 목살 1kg 수육용","무료배송 청정 제주 서귀포에서 자란 신선한 돼지만을 취급합니다.","61500","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002879_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002879"
"SV00002305","제주 한우 1++ 프리미엄 등심 300g","#무료배송 서귀포시축협 믿고 먹는 제주 한우","49900","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002305_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002305"
"SV00002874","[서귀포시축협] 제주 흑돼지 목살 1kg 구이용","무료배송 청정 제주 서귀포에서 자란 신선한 흑돼지만을 취급합니다.","61500","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002874_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002874"
"SV00002872","[서귀포시축협] 제주 돼지 전지 1kg 구이용","무료배송 청정 제주 서귀포에서 자란 신선한 돼지만을 취급합니다.","19000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002872_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002872"
"SV00002871","[서귀포시축협] 제주 돼지 오겹살 1kg 수육용","무료배송 청정 제주 서귀포에서 자란 신선한 돼지만을 취급합니다.","36000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002871_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002871"
"SV00002870","[서귀포시축협] 제주 돼지 오겹살 1kg 구이용","무료배송 청정 제주 서귀포에서 자란 신선한 돼지만을 취급합니다.","36000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002870_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002870"
"SV00002869","[서귀포시축협] 제주 돼지 목살 1kg 수육용","무료배송 청정 제주 서귀포에서 자란 신선한 돼지만을 취급합니다.","36000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002869_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002869"
"SV00002868","[서귀포시축협] 제주 돼지 목살 1kg 구이용","무료배송 청정 제주 서귀포에서 자란 신선한 돼지만을 취급합니다.","36000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002868_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002868"
"SV00002175","흑돼지오겹1kg + 흑돼지목살1kg","제주도 대표 브랜드 &#034;한라산그린포크&#034;","100000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002175_5.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002175"
"SV00002103","흑돼지 오겹살 2kg","제주도 대표 브랜드 &#034;한라산그린포크&#034;","100000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002103_19.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002103"
"SV00001513","제주도니 백돈 수육용 앞다리/뒷다리/삼겹/찌개용","2020 소비자가 뽑은 올해의 브랜드 대상","10000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00001513_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001513"
"SV00002526","제주 흑돼지 선물세트 2kg (흑오겹+흑목살)","[선물하기딱좋아!]","140000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002526_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002526"
"SV00002525","제주 흑돼지 선물세트 1kg (흑오겹+흑목살)","[선물하기딱좋아!]","75000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002525_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002525"
"SV00002513","올밋 제주흑돼지 오겹살 삼겹살 600g 구이용,수육용","이력번호가 표시된 제품이며, 이력번호는 수령하시는 상품 패키지에서 확인 가능합니다.","27000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00002513_1.JPG","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002513"
"SV00004594","[산지직송특가] 이어도포크 신선 제주돼지","쫀득 담백! 제주 유일 한돈 공식 인증 업체","16900","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004594_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004594"
"SV00001232","[산지직송특가] 이어도포크 초신선 제주흑돼지","쫀득 담백! 제주 유일 한돈 공식 인증 업체","8900","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001232_5.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001232"
"SV00002049","돼지 숄더랙(고품격형) 3Pack 6인분","제주 직송 무료배송","73000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002049_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002049"
"SV00000469","흑돼지 오겹살(프리미엄) 500g 2인분","제주 직송 무료배송","43000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00000469_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00000469"
"SV00001077","양고기 프렌치랙(절정의 맛) 600g 2인분","무료배송","52000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001077_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001077"
"SV00001076","제주마 한마리 말뼈(극미의 정수) 30kg","제주직송 무료배송","1477000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001076_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001076"
"SV00001075","제주마 한마리 머리뼈(극미의 정수) 11kg","제주직송 무료배송","245000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001075_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001075"
"SV00001074","제주마 사골용 한마리(극미의 정수) 9kg","제주직송 무료배송","229000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001074_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001074"
"SV00001073","제주마 제골용 앞다리(극미의 정수) 1.6kg","제주 직송 무료배송","157000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001073_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001073"
"SV00001072","제주마 사골용 앞다리(극미의 정수) 1.6kg","제주직송 무료배송","157000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001072_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001072"
"SV00001071","제주마 꼬리 + 반골(극미의 정수) 6kg","제주직송 무료배송","257000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001071_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001071"
"SV00001070","제주마 장조림용(궁극의 맛) 500g 2인분","제주 직송 무료배송","39000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001070_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001070"
"SV00003583","한우 채끝(1++) + 갈비(1등급) 3Kg 12인분","제주직송 무료배송","558000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003583_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003583"
"SV00003582","한우 등심(1++) + 채끝(1등급) 3Kg 12인분","제주직송 무료배송","581000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003582_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003582"
"SV00003166","돼지 항정살(프리미엄) 1kg 4인분 혼합세트","제주 직송 무료배송","68000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003166_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003166"
"SV00003167","돼지 가브리살(프리미엄) 1kg 4인분 혼합세트","제주 직송 무료배송","68000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003167_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003167"
"SV00003168","돼지 갈매기살(프리미엄) 1kg 4인분 혼합세트","제주 직송 무료배송","68000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003168_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003168"
"SV00003169","돼지 후지(프리미엄) 500g 2인분","제주 직송 무료배송","16000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003169_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003169"
"SV00003170","흑돼지 전지(프리미엄) 500g 2인분","제주 직송 무료배송","22000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003170_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003170"
"SV00003171","흑돼지 후지(프리미엄) 500g 2인분","제주 직송 무료배송","16000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003171_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003171"
"SV00003284","제주마 횟감용 + 구이용 1kg 4인분","제주 직송 무료배송","79000","축산품","food","restricted","신선 수산물 — 다수 국가에서 검역 대상이에요.","선내 냉장 보관이 제한됩니다.","https://www.tamnao.com/data/sv/thumb/SV00003284_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003284"
"SV00003285","제주마 갈비(궁극의 맛) 1kg 2인분","제주 직송 무료배송","57000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003285_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003285"
"SV00003312","돼지 프렌치랙(고품격형) 5Pack 10인분","제주 직송 무료배송","112000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003312_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003312"
"SV00003574","돼지 오겹살(프리미엄) 2.5kg 10인분 모둠세트","제주 직송 무료배송","120000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003574_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003574"
"SV00003575","한우 등심(1++) + 갈비(1등급) 2Kg 8인분","제주직송 무료배송","369000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003575_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003575"
"SV00003576","제주마 사골용 뒷다리(극미의 정수) 1.6kg","제주직송 무료배송","157000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003576_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003576"
"SV00003578","제주마 제골용 뒷다리(극미의 정수) 1.6kg","제주 직송 무료배송","157000","축산품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003578_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003578"
"SV00003579","한우 등심(1++) + 채끝(1++) 2Kg 8인분","제주직송 무료배송","392000","축산품","food","prohibited","육류·축산물 — 대부분 국가에서 반입이 금지돼요.","선내 육류 반입이 불가합니다.","https://www.tamnao.com/data/sv/thumb/SV00003579_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003579"
"SV00003067","제주 우도 땅콩 허니 개꿀딱 달콤 국산 꿀 제주여행","꿀","6000","꿀/잼","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003067_1.jpeg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003067"
"SV00004166","제주 한라산 참꿀 튜브형 600g","제주 한라산 참꿀 튜브형 600g 여행선물 답례품 기념품","12000","꿀/잼","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004166_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004166"
"SV00004028","제주 달콤꿀 300g 사양벌꿀 허니스틱 개별포장","제주 달콤꿀 300g 사양벌꿀 허니스틱 개별포장 일회용 여행선물 답례품 국내산","15000","꿀/잼","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004028_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004028"
"SV00003075","제주 우도 땅콩 허니 240g 달콤 국산 꿀 제주여행","우도땅콩 꿀","6000","꿀/잼","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003075_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003075"
